S1;S2;S3;S4;S5;S6;S7;Signatur;Benennung;Profitent;Abt;Datierungvon;Datierungbis;Höhe;Breite;Fläche;Material;Ausstattung;Sprache;Bemerkung;Nalt1;Nalt2;Sortierung;Text;Invocatio;Intitulatio;Arenga;Dispositio;Testes;Datierung22;FuI;Datierungvon2;Datierungbis2;Datierungtext
2;A;36;;;;;StAS 2.A.36;Professurkunde des Engelbertus Subdiaconus;Engelbertus Subdiaconus;Laurentius;13850101;14191230;59;209;12331;Pergament;;Latein;;37;36;0002A0036000000000000;Ego frater Engelbertus subdiaconus promitto stabilitatem et conversationem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie qui hic sunt in presencia domini Laurencii abbatis. Suscipe me secundum tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Engelbertus subdiaconus;;promitto stabilitatem et conversationem morum meorum et obedienciam secundum regulam sancti Benedicti;;;"Abt: Laurentius 
Abmessungen (BxH in mm): 209x59";01.01.1385;30.12.1419;1385-1419
2;A;37;;;;;StAS 2.A.37;Professurkunde des Georgius Subdiaconus;Georgius Subdiaconus;Laurentius;13850101;14191230;50;145;7250;Papier;;Latein;;38;37;0002A0037000000000000;Ego frater Georgius subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam Sancti Benedicti coram Deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Laurencii Abbatis.;;Ego frater Georgius subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam Sancti Benedicti;;;"Abt: Laurentius 
Abmessungen (BxH in mm): 145x50";01.01.1385;30.12.1419;1385-1419
2;A;38;;;;;StAS 2.A.38;Professurkunde des Cholomannus Subdiaconus;Cholomannus Subdiaconus;Laurentius;13850101;14191230;85;143;12155;Papier;;Latein;;39;38;0002A0038000000000000;Ego frater Cholomannus subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam Sancti Benedicti coram deo et sanctis eius in hoc monasterio sytansteten quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini laurencii abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Cholomannus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam Sancti Benedicti;;;"Abt: Laurentius 
Abmessungen (BxH in mm): 143x85";01.01.1385;30.12.1419;1385-1419
2;A;39;;;;;StAS 2.A.39;Professurkunde des Johannes Subdiaconus;Johannes Subdiaconus;Laurentius;13850101;14191230;66;170;11220;Pergament;;Latein;;40;39;0002A0039000000000000;Ego frater Johannes subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Laurencii Abbatis. Suscipe me secundum eloquium tuum et vivam et non confundas me ab expectatione mea.;;Ego frater Johannes subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Laurentius 
Abmessungen (BxH in mm): 170x66";01.01.1385;30.12.1419;1385-1419
2;A;40;;;;;StAS 2.A.40;Professurkunde des Petrus Acolytus;Petrus Acolytus;Laurentius;13850101;14191230;49;139;6811;Pergament;;Latein;;41;40;0002A0040000000000000;Ego frater Petrus Acolitus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Laurentii abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab expecatione mea.;;Ego frater Petrus Acolitus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Laurentius 
Abmessungen (BxH in mm): 139x49";01.01.1385;30.12.1419;1385-1419
2;A;41;;;;;StAS 2.A.41;Professurkunde des Johannes Subdiaconus;Johannes Subdiaconus;Stephanus;14190101;14231231;52;123;6396;Pergament;;Latein;;42;41;0002A0041000000000000;Ego frater Johannes subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie qui hic sunt et sanctorum in presencia domini Stephani abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab exspectatione mea.;;Ego frater Johannes subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti Benedicti;;;"Abt: Stephanus 
Abmessungen (BxH in mm): 123x52";01.01.1419;31.12.1423;1419-1423
2;A;42;;;;;StAS 2.A.42;Professurkunde des Johannes Subdiaconus;Johannes Subdiaconus;Thomas;14240101;14241231;53;116;6148;Pergament;;Latein;;43;42;0002A0042000000000000;Ego frater Johannes subdiaconus promitto stabilitatem et conversionem morum meorum et obeidenciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Thome abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab expectatione mea. [Rückseite:] Anno domini Milesimo ?? xxiiii;;Ego frater Johannes subdiaconus;;promitto stabilitatem et conversionem morum meorum et obeidenciam secundum regulam sancti benedicti;;;"Abt: Thomas 
Abmessungen (BxH in mm): 116x53";01.01.1424;31.12.1424;1424
2;A;43;;;;;StAS 2.A.43;Professurkunde des Wolfgangus Subdiaconus;Wolfgangus Subdiaconus;Thomas;14230101;14271231;68;86;5848;Papier;;Latein;;44;43;0002A0043000000000000;Ego frater Wolfgangus subdiaconus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Thome abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab expectatione mea.;;Ego frater Wolfgangus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Thomas 
Abmessungen (BxH in mm): 86x68";01.01.1423;31.12.1427;1423-1427
2;A;44;;;;;StAS 2.A.44;Professurkunde des Wolfgangus Acolythus;Wolfgangus Acolythus;Thomas;14230101;14271231;63;107;6741;Papier;;Latein;;45;44;0002A0044000000000000;Ego frater Wolfgangus Acolitus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Thome Abbatis. Suscipe me domine secundum eloquium tuum et vivam et confundas me ab exspecatione mea.;;Ego frater Wolfgangus acolitus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Thomas 
Abmessungen (BxH in mm): 107x63";01.01.1423;31.12.1427;1423-1427
2;A;45;;;;;StAS 2.A.45;Professurkunde des Rupertus Acolytus;Rupertus Acolytus;Thomas;14230101;14271231;73;137;10001;Papier;;Latein;;46;45;0002A0045000000000000;Ego frater Rupertus Acolitus promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti coram deo et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum qui hic sunt in presencia domini Thome Abbatis. Suscipe me domine secundum eloquium tuum et vivam et non confundas me ab expectatione mea.;;Ego frater Rupertus acolitus;;promitto stabilitatem et conversionem morum meorum et obedienciam secundum regulam sancti benedicti;;;"Abt: Thomas 
Abmessungen (BxH in mm): 137x73";01.01.1423;31.12.1427;1423-1427
2;A;46;;;;;StAS 2.A.46;Professurkunde des Thomas Acolythus;Thomas Acolythus;Thomas;14230101;14271231;55;148;8140;Papier;;Latein;;47;46;0002A0046000000000000;Ego frater Thomas Acolitus promitto stabilitatem meam et conversionem morum meorum et obedienciam secundum regulam Sancti Benedicti coram deo et omnibus sanctis eius in hoc loco qui vocatur Seytensteten constituto in honore gloriose virginis marie et sanctorum qui hic sunt in presencia domini Thome abbatis. Suscipe me domine secundum eloquium tuum et vivam et ne confundas ma ab expectatione mea.;;Ego frater Thomas acolitus;;promitto stabilitatem meam et conversionem morum meorum et obedienciam secundum regulam Sancti Benedicti;;;"Abt: Thomas 
Abmessungen (BxH in mm): 148x55";01.01.1423;31.12.1427;1423-1427
2;A;47;;;;;StAS 2.A.47;Professurkunde des Caspar Acolythus;Caspar Acolythus;Johannes;14270101;14371231;28;148;4144;Pergament;;Latein;;48;47;0002A0047000000000000;Ego frater caspar acolitus promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti benedicti et coram deo et sanctis eius in hoc monasterio quod est structum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Iohanni Abbatis.;;Ego frater Caspar acolitus;;promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti benedicti;;;"Abt: Johannes 
Abmessungen (BxH in mm): 148x28";01.01.1427;31.12.1437;1427-1437
2;A;48;;;;;StAS 2.A.48;Professurkunde des Nicolaus Subdiaconus;Nicolaus Subdiaconus;Johannes;14270101;14371231;68;130;8840;Pergament;;Latein;;49;48;0002A0048000000000000;Ego frater Nicolaus subdiaconus promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti benedicti coram de et sanctis eius in hoc monasterio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum qui hic sunt in presencia domini Jiohanni Abbatis. Suscipe me domine secundum eloquium tuum et non confundas me ab exspectatione mea et vivam.;;Ego frater Nicolaus subdiaconus;;promitto stabilitatem et conversionem morum meorum et obedientiam secundum regulam sancti benedicti ;;;"Abt: Johannes 
Abmessungen (BxH in mm): 130x68";01.01.1427;31.12.1437;1427-1437
2;A;49;;;;;StAS 2.A.49;Professurkunde des Erhardus Acolythus;Erhardus Acolythus;Johannes;14360814;14360814;81;165;13365;Pergament;;Latein;;50;49;0002A0049000000000000;Ego frater Erhardus Acolitus promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctis eius in hoc Seytenstetensi Cenobio quod est constructum in honore sancte dei genitricis semperque virginis Marie et sanctorum quorum reliquie hic sunt Et in presencia dominiJohannis Abbatis In quorum omnium evidens testimonium hanc litteram cum manu propria et nigra nigra cruce signavi et munivi Anno domini Millesimo quadringentesimo xxxvi o In vigilia assumptionis gloriose semperque virginis Marie.;;Ego frater Erhardus acolitus;;promitto stabilitatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Johannes 
Abmessungen (BxH in mm): 165x81";14.08.1436;14.08.1436;14.08.1436
2;A;50;;;;;StAS 2.A.50;Professurkunde des Walthasar Clericus;Walthasar Clericus;Benedictus;14371028;14371028;101;165;16665;Pergament;;Latein;;51;50;0002A0050000000000000;Ego frater Walthasar et clericus promitto stabiliatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti coram deo et omnibus sanctis eius in hoc Seytenstetensi cenobio quod est constructum in honore sancte dei genitricis semperque virginis marie et sanctorum quorum reliquie hic sunt et in presencia domini Benedicti Abbatis in quorum omnium evidens testimonium hac litteram cum manu propria scripsi et nigra cruce signavi et munivi In die apostolorum Symonis et Jude Anno domini M o cccc o xxx o vii o;;Ego frater Walthasar et clericus;;promitto stabiliatem meam et conversionem morum meorum et obedientiam secundum regulam sancti Benedicti;;;"Abt: Benedictus 
Abmessungen (BxH in mm): 165x101";28.10.1437;28.10.1437;28.10.1437
2;A;51;;;;;StAS 2.A.51;Professurkunde des Leonhardus de Cadano;Leonhardus de Cadano;Benedictus;14380601;14380601;83;192;15936;Pergament;;Latein;;52;51;0002A0051000000000000;In nomine Christi amen. Ego frater Leonhardus de Cadano pragensis dyocysis ad honorem omnipotentis dei et sanctissime virginis Marie ac sanctissimi patris nostri Benedicti abbtis et omnium sanctorum tenore presentium promitto stabilitatem conversionem morum meorum et obedientiam secundum regulam eiusdem sancti Benedicti Abbatis ad honorem sancte Marie virginis et ad honorem sanctorum quorum reliquie in praesenti ecclesia sunt in presencia ?? in christo patri reverendissimi domini Benedicti abbatis huius monasterii et coram vobis patribus ac fratribus hic presentibus In nomine patris et filii et spiritus sancti amen. In cuius rei testimonium ?? ?? manu propria scripsi in hoc venerabili loco et signo sancte crucis in?? munivi Anno ab incarnatione domini 1438 in die pentecostes.;In nomine Christi. Amen.;Ego frater Leonhardus de Cadano Pragensis dyocysis;ad honorem omnipotentis dei et sanctissime virginis Marie ac sanctissimi patris nostri Benedicti abbtis et omnium sanctorum tenore presentium;promitto stabilitatem conversionem morum meorum et obedientiam secundum regulam eiusdem sancti Benedicti Abbatis;;;"Abt: Benedictus 
Abmessungen (BxH in mm): 192x83";01.06.1438;01.06.1438;01.06.1438
2;A;52;;;;;StAS 2.A.52;Professurkunde des Leonhart von Passau;Leonhart von Passau;Benedictus;14381028;14381028;174;195;33930;Pergament;Initiale I;Deutsch;;53;52;0002A0052000000000000;In Christi nomen Amen. Ich pruder Lienhart von passau cu er dem almechtigen got und der aller heiligisten yunkchfrauen Marie und auhc des allerheiligisten vatters sand benedichten und aller heilligen nach ynnhaltung der gegenburtigen zedel verhaissen Stetigkaitt und becherung meiner sitten und auch gehorsam nach der regel des benanten heiligen sant benedichten vor got und seinen heiligen zu dem nomen der benanten heiligen yuncfraun marie und aller heiligen der heiltum in der gegeburdiggen kirchen ist in gegenburtkait des erbirdigen vatters und hern her benedichnt abbes des gegenburdigen chloster ze Seitensteten vor euch vätern und prüdern gegebitugen in nanen des vaters und des suns und des heiligen geist amen. Zurkunt der sach han ich die gegebürtig cetel mit aigner hant geschrieben und bechart mit dem csaichen des heilgien chrewcz nach christi gepurt vierczehen hundert iar und dar nach in dem acht und dreissiegsten yare und an tem tag der heiligen czbellifpotten sand Simon und sand Yudas.;In Christi nomen. Amen.;Ich pruder Lienhart von Passau ;cu er dem almechtigen got und der aller heiligisten yunkchfrauen Marie und auhc des allerheiligisten vatters sand benedichten und aller heilligen;verhaissen Stetigkaitt und becherung meiner sitten und auch gehorsam nach der regel des benanten heiligen sant benedichten;;;"Abt: Benedictus 
Abmessungen (BxH in mm): 195x174";28.10.1438;28.10.1438;28.10.1438
2;A;53;;;;;StAS 2.A.53;Professurkunde des Udalricus de Werden;Udalricus de Werden;Christianus;14431130;14431130;86;238;20468;Pergament;Initiale I;Latein;;54;53;0002A0053000000000000;In nomine domini Amen. Ego frater Udalricus de Werdea de schwevia in honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem santi benedicti coram deo et sanctis eius in honore sanctorum gloriose virginis marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia Reverendi in christo patris et domini domini cristiani abbatis huius monasterii seyttenstettn coram vobis patribus atque fratribus hic presentibus in nomine patris et filii et spiritus sancti amen. Quorum rei testimonium ?? cedula manu proproia scripsi in hoc venerabili loco a signo sancte crucis ?? munivi Anno ab incarnatione domini Millesimo quadringentesimo quadragesimo tertio Indie sancti Andree Apostoli;In nomine domini. Amen.;Ego frater Udalricus de Werdea de schwevia;in honorem omnipotentis dei et beatissime virginis amrie ac beatissimi patris nostri benedicti et omnium sanctorum tenore presencium;promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem santi benedicti;;;"Abt: Christianus 
Abmessungen (BxH in mm): 238x86";30.11.1443;30.11.1443;30.11.1443
2;A;54;;;;;StAS 2.A.54;Professurkunde des Petrus de Müldorff;Petrus de Müldorff;Christianus;14431130;14431130;90;248;22320;Pergament;;Latein;;55;54;0002A0054000000000000;In nomine Domini Amen. Ego frater petrus de Müldorff de bavaria ad honorem omnipotentis Dei et beatissime virginis marie ac beatissimi patris nostri benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti benedicti coram deo et sanctis eius ad nomen sanctorum gloriose virginis marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in christo patris et domini domini Cristiani abbatis huius monasterii in Seittenstetn coram vobis patribus atque fratribus  hic presentibus In nomine patris et fily et spiritus sancti amen. In cuius rei testimonum presentem cedulam manu propria scripsi in hoc venerabili loco et signo sancte cruis inferius munivi anno ab incarnacione domini millesimo quadringentesimo quadragesimo tertio in die sancti Andree apostoli.;In nomine domini. Amen.;Ego frater petrus de Müldorff de bavaria;ad honorem omnipotentis Dei et beatissime virginis marie ac beatissimi patris nostri benedicti et omnium sanctorum tenore presencium;promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti benedicti;;;"Abt: Christianus 
Abmessungen (BxH in mm): 248x90";30.11.1443;30.11.1443;30.11.1443
2;A;55;;;;;StAS 2.A.55;Professurkunde des Walthasar de Garsten;Walthasar de Garsten;Christianus;14440920;14440920;134;164;21976;Pergament;;Latein;;56;55;0002A0055000000000000;In nomine Domini Amen. Ego frater Walthasar de Garssten ad honorem omnipotentis dei et beatissime virginis Marie ac beatissimi patris nostri benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti benedicti coram deo et sanctis eius ad nomen sanctorum gloriose virginis marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in christo patris et domini domini Cristianni abbatis huius monasterii in seittenstetten coram vobis patribus atque fratribus hic presentibus. In nomine patris et filii et spirtus sancti Amen. In cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco et signo sancte crucis inferius munivi. Anno ab incarnacione domini milesimo quadringentesimo quadragesimo quarto. Anno pridie sancti Mathei apostoli ??;In nomine domini. Amen.;Ego frater Walthasar de Garssten;ad honorem omnipotentis dei et beatissime virginis Marie ac beatissimi patris nostri benedicti et omnium sanctorum tenore presencium;promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti benedicti;;;"Abt: Christianus 
Abmessungen (BxH in mm): 164x134";20.09.1444;20.09.1444;20.09.1444
2;A;56;;;;;StAS 2.A.56;Professurkunde des Perchtoldus de Gerstn;Perchtoldus de Gerstn;Christianus;14451008;14451008;134;198;26532;Pergament;;Latein;;57;56;0002A0056000000000000;In Christi nomen amen. Ego frater perchtoldus de gerstn ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis ius ad nomen sanctorum gloriose virginis Marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in christo patris  et domini domini cristanni abbatis huius monasterii Seyttestetn coram vobis patribus atque fratribus hic presentibus In nomine patris et filii et spiritus sancti Amen in cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco anno ab incarnacione domini M o cccc xlv o octavo die mensis octobris in die sancti Mathei apostoli et ewangeliste.;In Christi nomen. Amen.;Ego frater perchtoldus de gerstn;ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium;promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti Benedicti;;;"Abt: Christianus 
Abmessungen (BxH in mm): 198x134";08.10.1445;08.10.1445;08.10.1445
2;A;57;;;;;StAS 2.A.57;Professurkunde des Paulus de Seittenstetten;Paulus de Seittenstetten;Christianus;14490501;14490501;110;179;19690;Pergament;;Latein;;59;57;0002A0057000000000000;In Christi nomen Amen Ego frater Paulus de Seyttenstetten ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri benedicti et omnium sanctorum tenore presentium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti benedicti coram deo et sanctis eius ad mon sanctorum gloriose virginis marie philippi et jacobi et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia Reverendi in christo patris et domini domini Cristiani abbatis huius monasterii et coram vobis patribus atque fratribus hic presentibus in nomine patris et filii et spiritus sancti amen in cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco anno ab incarnacione domini anno M o cccc xlviii kl may in die sanctorum apostolorum philippi et iacobi;In Christi nomen. Amen.;Ego frater Paulus de Seyttenstetten;ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri benedicti et omnium sanctorum tenore presentium;promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti benedicti;;;"Abt: Christianus 
Abmessungen (BxH in mm): 179x110";01.05.1449;01.05.1449;01.05.1449
2;A;58;;;;;StAS 2.A.58;Professurkunde des Georgius Schönprunner;Georgius Schönprunner;Christianus;14490501;14490501;109;182;19838;Pergament;;Latein;;60;58;0002A0058000000000000;In Christi nomine Amen. Ego fr. Georius Schönprunner de Bavaria ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nsotri Benedicti et omnium sanctorum tenore presentium promitto stabilitatem et conversionem morum meorum ac obedientiam secundum regulam  eiusdem sancti Benedicti coram deo et sanctis eius ad nomen sanctorum et gloriose virginis marie Philippi et Jacobi apostolorum et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in christo patris et domini domini Cristianni abbatis huius monasterii et coram vobis patribus atque fratribus hic presentibus in nomine patris et filii et spiritus sancti Amen. In cuius rei testimonium presentem cedula manu propria scripsi in hoc venerabili loco Anno M o ccc o xlviiii o prima die mensis Maii in die sanctorum apostolorum Philippi et Jacobi.;In Christi nomine Amen.;Ego fr. Georius Schönprunner de Bavaria;ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nsotri Benedicti et omnium sanctorum tenore presentium;promitto stabilitatem et conversionem morum meorum ac obedientiam secundum regulam eiusdem sancti Benedicti;;;"Abt: Christianus 
Abmessungen (BxH in mm): 182x109";01.05.1449;01.05.1449;01.05.1449
2;A;59;;;;;StAS 2.A.59;Professurkunde des Ulricus de Lambach;Ulricus de Lambach;Christianus;14530324;14530324;118;155;18290;Pergament;;Latein;;61;59;0002A0059000000000000;In Christi nomine Amen. Ego frater Ulricus de Lambach de austria ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti benedicti coram deo et sanctis eius ad nomen sanctorum gloriose virginis marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in christo patris et domini domini Christanni abbatis huius monasterii et coram vobis patribus atque fratribus hic presentibus. In nomine patris et filii et spiritus sancti. Amen. In cuius rei testimonium presentem cedulam manu propria scripsi in hic venerabili loco Anno ab incarnacione domini m o cccc o liii o xxiiii o die mensis martii in octava sancti benedicti abbatis.;;;;;;;"Abt: Christianus 
Abmessungen (BxH in mm): 155x118";24.03.1453;24.03.1453;24.03.1453
2;A;60;;;;;StAS 2.A.60;Professurkunde des Wolfgangus de Seyttensteten;Wolfgangus de Seyttensteten;Christianus;14540619;14540619;83;210;17430;Pergament;Initiale I;Latein;;62;60;0002A0060000000000000;In Christi nomine Amen. Ego frater Wolfgangus de Seyttensteten ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad monasterium gloriose virginis marie marci et marcelliani martyrum et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in christo patris et domini domini Cristiani abbatis huius  monasterii et coram vobis patribus atque fratribus hic presentibus in nomine patris et filii et spiritus sancti Amen. In cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco anno ab incarnacione domini milesimo quadringentesimo quinquagesimo quarto xiii kl iulii in die sanctorum marci et marcelliani martirum.;;;;;;;"Abt: Christianus 
Abmessungen (BxH in mm): 210x83";19.06.1454;19.06.1454;19.06.1454
2;A;61;;;;;StAS 2.A.61;Professurkunde des Andreas de Seyttensteten;Andreas de Seyttensteten;Christianus;14570612;14570612;95;184;17480;Pergament;;Latein;;63;61;0002A0061000000000000;In Christi nomine Amen. Ego frater Andreas de Seyttensteten ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi partris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen sanctorum gloriose virginis Marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in Christo patris et domini domini Cristanni abbatis huius monasterii in Seyttensteten coram vobis patribus atque fratribus hic presentibus in nomine patris et filii et spiritus sancti amen in cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco Anno M o cccc o l septimo in sanctissime trinitatis.;;;;;;;"Abt: Christianus 
Abmessungen (BxH in mm): 184x95";12.06.1457;12.06.1457;12.06.1457
2;A;62;;;;;StAS 2.A.62;Professurkunde des Wolfgangus de Seytensteten;Wolfgangus de Seytensteten;Christianus;14540619;14540619;84;198;16632;Pergament;;Latein;;64;62;0002A0062000000000000;In Christi nomine Amen. Ego frater Wolfgangus de Seytensteten ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri Benedict et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedientiam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen gloriose virginis Marie et sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in Christo patris et domini domini Cristandi abbatis huius monasterii in Seytensteten coram vobis patribus atque fratribus hic presentibus. In nomine patris et filii et spiritus sancti. Amen. In cuius rei testimonium presentem cedulam man propria scripsi in hoc venerabili loco. Anno domini M o cccc o quinquagesimo septimo in die sanctissime trinitatis;;;;;;;"Abt: Christianus 
Abmessungen (BxH in mm): 198x84";19.06.1454;19.06.1454;19.06.1454
2;A;63;;;;;StAS 2.A.63;Professurkunde des Georg de Styria;Georg de Styria;Christianus;14580611;14580611;89;141;12549;Pergament;;Latein;;65;63;0002A0063000000000000;In Christi nomine Amen. Ego frater Georius de Styra ad honorem omnipotentis dei et beatissime virginis Marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen gloriose virginis marie et sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in Christo patris et domini domini Christiani abbatis huius monasterii Seyttensteten coram vobis patribus atque fratribus hic presentibus. In nomine patris et filii et spiritus sancti. Amen. In cuius rei testimonium presentem cedulam in manu propria scripsi in hoc venerabili loco. Anno domini M o cccc o quinquagesimo octavo in die sancti Barnabe apostoli.;;;;;;;"Abt: Christianus 
Abmessungen (BxH in mm): 141x89";11.06.1458;11.06.1458;11.06.1458
