MMS Record ID,HOL Record ID,Item PID, Barcode, Title, Publisher, Bib Material Type, Creator, Call Number, Permanent Call Number, Permanent Physical Location, Local Location, Holding Type, Item Material Type, Policy, Seq. Number,Chronology,Enumeration,Issue year,Description,Public note,Fulfillment note,Inventory  #,Inventory date,Shelf report #,On shelf date,On shelf seq,Last shelf report,Temp library,Temp location,Temp call # type,Temp call #,Temp item policy,Alt. call # type,Alt. call #,Pieces,Pages,Internal note (1),Internal note (2),Internal note (3),Statistics note (1),Statistics note (2),Statistics note (3),Creation date,Modification date,Status,Process type,Process Id,Number of loans,Last loan,Number of loans in house,Last loan in house,Year-to-date Loans,Receiving date,Copy ID, Receiving number, Weeding number, Weeding date, Other System Number, Committed to Retain, Retention Reason, Retention Note, Temp location in use
"'9913210009524'",'224419950009524','234419800009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2014,76 3,,"76.2014,3",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:55,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419810009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2014,76 4,,"76.2014,4",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:54,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419820009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2015,77 1,,"77.2015,1",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:54,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419830009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2015,77 2,,"77.2015,2",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:53,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419840009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2015,77 3,,"77.2015,3",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:52,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419850009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2015,77 4,,"77.2015,4",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:51,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419860009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2016,78 1,,"78.2016,1",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:50,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419870009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2016,78 3,,"78.2016,3",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:49,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419880009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2016,78 4,,"78.2016,4",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:49,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419890009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2017,79 1,,"79.2017,1",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:48,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419900009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2017,79 2,,"79.2017,2",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:47,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419910009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2018,80 1,,"80.2018,1",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:46,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419920009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2018,80 3,,"80.2018,3",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 16:32:46,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210009524'",'224419950009524','234419930009524',,Collectanea Cisterciensia revue trimestrielle de spiritualité monastique: histoire et doctrine,Cistercensia,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,87 4,,"87.2025,4",,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 14:05:36,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC02764693;AC02764693;(Aleph)002707438ACC01;(DE-600)ZDB-301382-0;(DE-599)OBVAC02764693,,,,0
"'9913210109524'",'224419990009524','234419970009524',,Biblia Sacra Das ist Die gantze Heilige Schrifft/ Alten und Newen Testaments nach der letzten Römischen Sixtiner Edition,Dehmen,Book,Biblia,7 3.31,7 3.31,S_HS,BIB,x,BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,2026-01-13 08:45:33,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC07511933;(DE-599)OBVAC07511933,,,,0
"'9913310009524'",'224429960009524','234429400009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,5,,"2025,5",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:40,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429410009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,9,,"2025,9",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:39,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429420009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,12,,"2025,12",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:39,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429430009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,11,,"2025,11",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:38,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429440009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,10,,"2025,10",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:38,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429450009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,8,,"2025,8",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:37,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429460009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,7,,"2025,7",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:36,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429470009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,6,,"2025,6",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:36,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429480009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,4,,"2025,4",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:35,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429490009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,3,,"2025,3",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:35,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310009524'",'224429960009524','234429500009524',,Einfach leben ein Brief von Anselm Grün,Herder,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,2025,2,,"2025,2",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:34,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC13781195;(Aleph)013655512ACC01;AC13781195;(DE-599)ZDB2297058-7;(OCoLC)315841403;oai:dnb.de/zdb/978742354;(DE-600)2297058-7,,,,0
"'9913310109524'",'224429990009524','234429510009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,1-2,,"1939,1-2",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:33,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429520009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,10,,"1939,10",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:31,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429530009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,11,,"1939,11",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:30,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429540009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,3,,"1939,3",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:29,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429550009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,4,,"1939,4",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:27,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429560009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,5,,"1939,5",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:26,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429570009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,6,,"1939,6",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:25,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429580009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,7,,"1939,7",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:24,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429590009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,8,,"1939,8",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:22,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429600009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1939,9,,"1939,9",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:21,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429610009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1940,11,,"1940,11",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:20,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429620009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1940,5,,"1940,5",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:19,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429630009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1940,7,,"1940,7",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:18,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429640009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1940,9,,"1940,9",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:17,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429650009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1941,10,,"1941,10",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:16,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429660009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1941,11,,"1941,11",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:15,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429670009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1941,8,,"1941,8",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:13,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429680009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1942,1,,"1942,1",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:12,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429690009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1942,10,,"1942,10",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:11,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429700009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1942,2,,"1942,2",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:10,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429710009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1942,3,,"1942,3",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:08,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429720009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1942,4,,"1942,4",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:07,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429730009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1942,5-6,,"1942,5-6",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:06,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
"'9913310109524'",'224429990009524','234429740009524',,"Kunst dem Volk Monatsschrift für bildende und darstellende Kunst, Architektur und Kunsthandwerk",Hoffmann,Journal,,Vorläufig,Vorläufig,SEK,BIB,y,ISSUE,,,1942,7,,"1942,7",,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,2026-01-15 20:36:06,Item in place,,,0,,0,,0,,,,,,(AT-OBV)AC00776637;(Aleph)001193926ACC01;AC00776637;(DE-599)ZDB548580-0;(OCoLC)183382430;oai:dnb.de/zdb/01300896X;(DE-600)548580-0,,,,0
